kind,year_folder,type,slug,date_in_name,modified,size_bytes,path,name,cloudinary_url,upload_status,softr_url
image,2025,illustration,rocket-ship-launching-red-green-flame-cartoon,2025-03,2025-03-21,79498,images/2025/brieflee_illustration_rocket-ship-launching-red-green-flame-cartoon_2025-03-v2.png,brieflee_illustration_rocket-ship-launching-red-green-flame-cartoon_2025-03-v2.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_rocket-ship-launching-red-green-flame-cartoon_2025-03-v2.png,uploaded,
image,2025,illustration,rocket-ship-launching-red-yellow-flame-cartoon,2025-03,2025-03-21,70338,images/2025/brieflee_illustration_rocket-ship-launching-red-yellow-flame-cartoon_2025-03-v3.png,brieflee_illustration_rocket-ship-launching-red-yellow-flame-cartoon_2025-03-v3.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_rocket-ship-launching-red-yellow-flame-cartoon_2025-03-v3.png,uploaded,
image,2025,illustration,sad-character-on-bench-with-watch-pink-engraving-circle,2025-07,2025-07-28,206651,images/2025/brieflee_illustration_sad-character-on-bench-with-watch-pink-engraving-circle_2025-07-v11.png,brieflee_illustration_sad-character-on-bench-with-watch-pink-engraving-circle_2025-07-v11.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_sad-character-on-bench-with-watch-pink-engraving-circle_2025-07-v11.png,uploaded,
image,2025,illustration,sad-pink-3d-emoji-pensive-engraving-circle,2025-07,2025-07-27,580784,images/2025/brieflee_illustration_sad-pink-3d-emoji-pensive-engraving-circle_2025-07.png,brieflee_illustration_sad-pink-3d-emoji-pensive-engraving-circle_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_sad-pink-3d-emoji-pensive-engraving-circle_2025-07.png,uploaded,
image,2025,illustration,sad-tired-pink-emoji-engraving-circle,2025-07,2025-07-27,12665,images/2025/brieflee_illustration_sad-tired-pink-emoji-engraving-circle_2025-07.png,brieflee_illustration_sad-tired-pink-emoji-engraving-circle_2025-07.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_sad-tired-pink-emoji-engraving-circle_2025-07.png,uploaded,
image,2025,illustration,stylish-woman-in-burgundy-jacket-sunglasses-taking-mirror-selfie-cartoon,2025-09,2025-09-12,153062,images/2025/brieflee_illustration_stylish-woman-in-burgundy-jacket-sunglasses-taking-mirror-selfie-cartoon_2025-09-v2.png,brieflee_illustration_stylish-woman-in-burgundy-jacket-sunglasses-taking-mirror-selfie-cartoon_2025-09-v2.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_stylish-woman-in-burgundy-jacket-sunglasses-taking-mirror-selfie-cartoon_2025-09-v2.png,uploaded,
image,2025,illustration,updated-circular-arrows-checkmark-pink-engraving-circle,2025-07,2025-07-28,168225,images/2025/brieflee_illustration_updated-circular-arrows-checkmark-pink-engraving-circle_2025-07-v10.png,brieflee_illustration_updated-circular-arrows-checkmark-pink-engraving-circle_2025-07-v10.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_updated-circular-arrows-checkmark-pink-engraving-circle_2025-07-v10.png,uploaded,
image,2025,illustration,worried-pink-emoji-with-question-marks-engraving-circle-animated,2025-07,2025-07-27,75596,images/2025/brieflee_illustration_worried-pink-emoji-with-question-marks-engraving-circle-animated_2025-07.gif,brieflee_illustration_worried-pink-emoji-with-question-marks-engraving-circle-animated_2025-07.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_illustration_worried-pink-emoji-with-question-marks-engraving-circle-animated_2025-07.gif,uploaded,
image,2025,logo,animated-blinking-eyes-mark-periwinkle-on-white,2025-11,2025-11-18,543899,images/2025/brieflee_logo_animated-blinking-eyes-mark-periwinkle-on-white_2025-11.gif,brieflee_logo_animated-blinking-eyes-mark-periwinkle-on-white_2025-11.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-blinking-eyes-mark-periwinkle-on-white_2025-11.gif,uploaded,
image,2025,logo,animated-brieflee-wordmark-logo-reveal-v4,2025-12,2025-12-18,71038,images/2025/brieflee_logo_animated-brieflee-wordmark-logo-reveal-v4_2025-12-v4.gif,brieflee_logo_animated-brieflee-wordmark-logo-reveal-v4_2025-12-v4.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-brieflee-wordmark-logo-reveal-v4_2025-12-v4.gif,uploaded,
image,2025,logo,animated-brieflee-wordmark-logo-reveal-v5,2025-12,2025-12-18,47627,images/2025/brieflee_logo_animated-brieflee-wordmark-logo-reveal-v5_2025-12-v5.gif,brieflee_logo_animated-brieflee-wordmark-logo-reveal-v5_2025-12-v5.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-brieflee-wordmark-logo-reveal-v5_2025-12-v5.gif,uploaded,
image,2025,logo,animated-brieflee-wordmark-logo-reveal,2025-12,2025-12-18,20015,images/2025/brieflee_logo_animated-brieflee-wordmark-logo-reveal_2025-12.gif,brieflee_logo_animated-brieflee-wordmark-logo-reveal_2025-12.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-brieflee-wordmark-logo-reveal_2025-12.gif,uploaded,
image,2025,logo,animated-logo-reveal-blue-gradient-v2,2025-12,2025-12-18,74558,images/2025/brieflee_logo_animated-logo-reveal-blue-gradient-v2_2025-12.gif,brieflee_logo_animated-logo-reveal-blue-gradient-v2_2025-12.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-logo-reveal-blue-gradient-v2_2025-12.gif,uploaded,
image,2025,logo,animated-logo-reveal-blue-gradient-v3,2025-12,2025-12-18,48126,images/2025/brieflee_logo_animated-logo-reveal-blue-gradient-v3_2025-12.gif,brieflee_logo_animated-logo-reveal-blue-gradient-v3_2025-12.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_animated-logo-reveal-blue-gradient-v3_2025-12.gif,uploaded,
image,2025,logo,brieflee-2025-vector-logo-master,2025-04,2025-04-08,60931,images/2025/brieflee_logo_brieflee-2025-vector-logo-master_2025-04.svg,brieflee_logo_brieflee-2025-vector-logo-master_2025-04.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_brieflee-2025-vector-logo-master_2025-04.svg,uploaded,
image,2025,logo,brieflee-2025-vector-logo-variant-v8,2025-03,2025-03-01,49277,images/2025/brieflee_logo_brieflee-2025-vector-logo-variant-v8_2025-03.svg,brieflee_logo_brieflee-2025-vector-logo-variant-v8_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_brieflee-2025-vector-logo-variant-v8_2025-03.svg,uploaded,
image,2025,logo,brieflee-beta-vector-logo-with-beta-tag,2025-11,2025-11-04,15443,images/2025/brieflee_logo_brieflee-beta-vector-logo-with-beta-tag_2025-11.svg,brieflee_logo_brieflee-beta-vector-logo-with-beta-tag_2025-11.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_brieflee-beta-vector-logo-with-beta-tag_2025-11.svg,uploaded,
image,2025,logo,brieflee-wordmark-deep-blue-with-periwinkle-lee-and-smile,2025-03,2025-03-14,20564,images/2025/brieflee_logo_brieflee-wordmark-deep-blue-with-periwinkle-lee-and-smile_2025-03.png,brieflee_logo_brieflee-wordmark-deep-blue-with-periwinkle-lee-and-smile_2025-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_brieflee-wordmark-deep-blue-with-periwinkle-lee-and-smile_2025-03.png,uploaded,
image,2025,logo,brieflee-wordmark-white-on-transparent-horizontal,2025-06,2025-06-06,18630,images/2025/brieflee_logo_brieflee-wordmark-white-on-transparent-horizontal_2025-06.png,brieflee_logo_brieflee-wordmark-white-on-transparent-horizontal_2025-06.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_brieflee-wordmark-white-on-transparent-horizontal_2025-06.png,uploaded,
image,2025,logo,lee-wordmark-with-smile-curve-navy-square,2025-03,2025-03-01,50576,images/2025/brieflee_logo_lee-wordmark-with-smile-curve-navy-square_2025-03.png,brieflee_logo_lee-wordmark-with-smile-curve-navy-square_2025-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_lee-wordmark-with-smile-curve-navy-square_2025-03.png,uploaded,
image,2025,logo,logo-mixed-blue-variations-set,2025-06,2025-06-06,29522,images/2025/brieflee_logo_logo-mixed-blue-variations-set_2025-06.png,brieflee_logo_logo-mixed-blue-variations-set_2025-06.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_logo-mixed-blue-variations-set_2025-06.png,uploaded,
image,2025,logo,logo-pack-2025-vector-blue-v3,2025-03,2025-03-03,9085,images/2025/brieflee_logo_logo-pack-2025-vector-blue-v3_2025-03.svg,brieflee_logo_logo-pack-2025-vector-blue-v3_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_logo-pack-2025-vector-blue-v3_2025-03.svg,uploaded,
image,2025,logo,logo-pack-2025-vector-blue-v5,2025-03,2025-03-04,24368,images/2025/brieflee_logo_logo-pack-2025-vector-blue-v5_2025-03.svg,brieflee_logo_logo-pack-2025-vector-blue-v5_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_logo-pack-2025-vector-blue-v5_2025-03.svg,uploaded,
image,2025,logo,logo-pack-2025-vector-blue-v6,2025-03,2025-03-04,24483,images/2025/brieflee_logo_logo-pack-2025-vector-blue-v6_2025-03.svg,brieflee_logo_logo-pack-2025-vector-blue-v6_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_logo-pack-2025-vector-blue-v6_2025-03.svg,uploaded,
image,2025,logo,powered-by-brieflee-lockup-blue,2025-03,2025-03-05,16248,images/2025/brieflee_logo_powered-by-brieflee-lockup-blue_2025-03.svg,brieflee_logo_powered-by-brieflee-lockup-blue_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_powered-by-brieflee-lockup-blue_2025-03.svg,uploaded,
image,2025,logo,primary-logo-blue-vector,2025-03,2025-03-01,4222,images/2025/brieflee_logo_primary-logo-blue-vector_2025-03.svg,brieflee_logo_primary-logo-blue-vector_2025-03.svg,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_primary-logo-blue-vector_2025-03.svg,uploaded,
image,2025,logo,primary-logo-blue-wordmark-smiley-mark,2025-03,2025-03-01,49454,images/2025/brieflee_logo_primary-logo-blue-wordmark-smiley-mark_2025-03.png,brieflee_logo_primary-logo-blue-wordmark-smiley-mark_2025-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_primary-logo-blue-wordmark-smiley-mark_2025-03.png,uploaded,
image,2025,logo,small-brieflee-logo-compact-blue,2025-11,2025-11-26,20460,images/2025/brieflee_logo_small-brieflee-logo-compact-blue_2025-11.png,brieflee_logo_small-brieflee-logo-compact-blue_2025-11.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_logo_small-brieflee-logo-compact-blue_2025-11.png,uploaded,
image,,social-post,animated-1080-square-social-post-blue-gradient-v4,2025-12,2025-12-09,43007615,oversized_gifs/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v4_2025-12-v4.gif,brieflee_social-post_animated-1080-square-social-post-blue-gradient-v4_2025-12-v4.gif,,"served from Softr (oversized GIF, not on Cloudinary)",https://assets.softr-files.com/applications/5c5521fd-af6f-4488-9edf-1add48539912/assets/1f719994-6d13-4f0c-86d3-ae45060b0e00.mp4
image,,social-post,animated-1080-square-social-post-blue-gradient-v5,2025-12,2025-12-09,42027475,oversized_gifs/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v5_2025-12-v5.gif,brieflee_social-post_animated-1080-square-social-post-blue-gradient-v5_2025-12-v5.gif,,oversized GIF — needs ffmpeg compression OR use Softr URL,
image,,social-post,animated-1080-square-social-post-blue-gradient-v7,2025-12,2025-12-09,44004608,oversized_gifs/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v7_2025-12-v7.gif,brieflee_social-post_animated-1080-square-social-post-blue-gradient-v7_2025-12-v7.gif,,oversized GIF — needs ffmpeg compression OR use Softr URL,
image,2025,social-post,animated-1080-square-social-post-blue-gradient-v8,2025-12,2025-12-09,9400128,images/2025/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v8_2025-12-v8.gif,brieflee_social-post_animated-1080-square-social-post-blue-gradient-v8_2025-12-v8.gif,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v8_2025-12-v8.gif,uploaded,
image,,social-post,animated-1080-square-social-post-blue-gradient-v9,2025-12,2025-12-09,24842999,oversized_gifs/brieflee_social-post_animated-1080-square-social-post-blue-gradient-v9_2025-12-v9.gif,brieflee_social-post_animated-1080-square-social-post-blue-gradient-v9_2025-12-v9.gif,,oversized GIF — needs ffmpeg compression OR use Softr URL,
image,2025,social-post,explainer-video-thumbnail-24-10-25,2025-10,2025-10-24,1870011,images/2025/brieflee_social-post_explainer-video-thumbnail-24-10-25_2025-10.png,brieflee_social-post_explainer-video-thumbnail-24-10-25_2025-10.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_explainer-video-thumbnail-24-10-25_2025-10.png,uploaded,
image,2025,social-post,explainer-youtube-thumbnail-blue-gradient,2025-05,2025-05-02,852302,images/2025/brieflee_social-post_explainer-youtube-thumbnail-blue-gradient_2025-05.png,brieflee_social-post_explainer-youtube-thumbnail-blue-gradient_2025-05.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_explainer-youtube-thumbnail-blue-gradient_2025-05.png,uploaded,
image,2025,social-post,social-media-asset-pack-blue-gradient,2025-12,2025-12-16,319086,images/2025/brieflee_social-post_social-media-asset-pack-blue-gradient_2025-12.png,brieflee_social-post_social-media-asset-pack-blue-gradient_2025-12.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_social-media-asset-pack-blue-gradient_2025-12.png,uploaded,
image,2025,social-post,youtube-thumbnail-blue-gradient,2025-10,2025-10-24,5713050,images/2025/brieflee_social-post_youtube-thumbnail-blue-gradient_2025-10.png,brieflee_social-post_youtube-thumbnail-blue-gradient_2025-10.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_youtube-thumbnail-blue-gradient_2025-10.png,uploaded,
image,2025,social-post,youtube-thumbnail-v4-blue-gradient,2025-10,2025-10-24,1885071,images/2025/brieflee_social-post_youtube-thumbnail-v4-blue-gradient_2025-10.png,brieflee_social-post_youtube-thumbnail-v4-blue-gradient_2025-10.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_social-post_youtube-thumbnail-v4-blue-gradient_2025-10.png,uploaded,
image,2026,ad,automate-your-ugc-bold-headline-shocked-woman-laptop-glasses-blue-mark-1200x630,2026-01,2026-01-05,14684553,_compressed/brieflee_ad_automate-your-ugc-bold-headline-shocked-woman-laptop-glasses-blue-mark-1200x630_2026-01.png,brieflee_ad_automate-your-ugc-bold-headline-shocked-woman-laptop-glasses-blue-mark-1200x630_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_automate-your-ugc-bold-headline-shocked-woman-laptop-glasses-blue-mark-1200x630_2026-01_i4jxxw.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad,automate-your-ugc-headline-shocked-woman-laptop-cityscape-blue-mark-square,2026-01,2026-01-05,9653419,_compressed/brieflee_ad_automate-your-ugc-headline-shocked-woman-laptop-cityscape-blue-mark-square_2026-01.png,brieflee_ad_automate-your-ugc-headline-shocked-woman-laptop-cityscape-blue-mark-square_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_automate-your-ugc-headline-shocked-woman-laptop-cityscape-blue-mark-square_2026-01_j29awa.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad,automated-ai-ugc-moderation-headline-shocked-woman-laptop-instagram-tiktok-youtube-icons-square,2026-01,2026-01-05,5697361,images/2026/brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-instagram-tiktok-youtube-icons-square_2026-01.png,brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-instagram-tiktok-youtube-icons-square_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-instagram-tiktok-youtube-icons-square_2026-01.png,uploaded,
image,2026,ad,automated-ai-ugc-moderation-headline-shocked-woman-laptop-light-blue-bg-wide,2026-01,2026-01-05,6137905,images/2026/brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-light-blue-bg-wide_2026-01.png,brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-light-blue-bg-wide_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_automated-ai-ugc-moderation-headline-shocked-woman-laptop-light-blue-bg-wide_2026-01.png,uploaded,
image,2026,ad,creator-haircare-bottles-smiling-phone-frame-chat-bubbles-brief-check-wordmark,2026-01,2026-01-05,8806725,images/2026/brieflee_ad_creator-haircare-bottles-smiling-phone-frame-chat-bubbles-brief-check-wordmark_2026-01.png,brieflee_ad_creator-haircare-bottles-smiling-phone-frame-chat-bubbles-brief-check-wordmark_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_creator-haircare-bottles-smiling-phone-frame-chat-bubbles-brief-check-wordmark_2026-01.png,uploaded,
image,2026,ad,creator-overwhelmed-app-notifications-content-rejected-pending,2026-02,2026-02-11,595115,images/2026/brieflee_ad_creator-overwhelmed-app-notifications-content-rejected-pending_2026-02.png,brieflee_ad_creator-overwhelmed-app-notifications-content-rejected-pending_2026-02.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_creator-overwhelmed-app-notifications-content-rejected-pending_2026-02.png,uploaded,
image,2026,ad,creator-skater-camera-phone-frame-chat-bubbles-brief-check-wordmark,2026-01,2026-01-05,19045646,_compressed/brieflee_ad_creator-skater-camera-phone-frame-chat-bubbles-brief-check-wordmark_2026-01.png,brieflee_ad_creator-skater-camera-phone-frame-chat-bubbles-brief-check-wordmark_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_creator-skater-camera-phone-frame-chat-bubbles-brief-check-wordmark_2026-01_wff40d.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad,creator-towel-robe-skincare-bottle-bed-phone-frame-chat-bubbles-brief-check,2026-01,2026-01-05,8072112,images/2026/brieflee_ad_creator-towel-robe-skincare-bottle-bed-phone-frame-chat-bubbles-brief-check_2026-01.png,brieflee_ad_creator-towel-robe-skincare-bottle-bed-phone-frame-chat-bubbles-brief-check_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_creator-towel-robe-skincare-bottle-bed-phone-frame-chat-bubbles-brief-check_2026-01.png,uploaded,
image,2026,ad,frustrated-woman-confused-floating-app-icons-content-rejected-overload,2026-01,2026-01-05,16765375,_compressed/brieflee_ad_frustrated-woman-confused-floating-app-icons-content-rejected-overload_2026-01.png,brieflee_ad_frustrated-woman-confused-floating-app-icons-content-rejected-overload_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_frustrated-woman-confused-floating-app-icons-content-rejected-overload_2026-01_pkfqrg.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad,spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-square,2026-01,2026-01-05,5738145,images/2026/brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-square_2026-01.png,brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-square_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-square_2026-01.png,uploaded,
image,2026,ad,spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-wide,2026-01,2026-01-05,7997744,images/2026/brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-wide_2026-01.png,brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-wide_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_spell-check-for-video-headline-shocked-asian-creator-laptop-warehouse-bg-wordmark-wide_2026-01.png,uploaded,
image,2026,ad,stressed-curly-hair-marketer-hands-on-head-app-overload-icons-content-rejected,2026-01,2026-01-05,11638086,_compressed/brieflee_ad_stressed-curly-hair-marketer-hands-on-head-app-overload-icons-content-rejected_2026-01.png,brieflee_ad_stressed-curly-hair-marketer-hands-on-head-app-overload-icons-content-rejected_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_stressed-curly-hair-marketer-hands-on-head-app-overload-icons-content-rejected_2026-01_ne1qve.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad,stressed-woman-hands-on-head-floating-app-icons-overload-pain-point,2026-01,2026-01-05,16818064,_compressed/brieflee_ad_stressed-woman-hands-on-head-floating-app-icons-overload-pain-point_2026-01.png,brieflee_ad_stressed-woman-hands-on-head-floating-app-icons-overload-pain-point_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad_stressed-woman-hands-on-head-floating-app-icons-overload-pain-point_2026-01_q52jym.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad-before-after,before-after-curly-hair-marketer-overload-vs-relaxed-leaning-back-laptop-stacked,2026-01,2026-01-05,12139090,_compressed/brieflee_ad-before-after_before-after-curly-hair-marketer-overload-vs-relaxed-leaning-back-laptop-stacked_2026-01.png,brieflee_ad-before-after_before-after-curly-hair-marketer-overload-vs-relaxed-leaning-back-laptop-stacked_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_before-after-curly-hair-marketer-overload-vs-relaxed-leaning-back-laptop-stacked_2026-01_tpz3mf.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad-before-after,before-after-stressed-marketer-app-overload-vs-relaxed-smiling-stacked-pills,2026-01,2026-01-05,13769835,_compressed/brieflee_ad-before-after_before-after-stressed-marketer-app-overload-vs-relaxed-smiling-stacked-pills_2026-01.png,brieflee_ad-before-after_before-after-stressed-marketer-app-overload-vs-relaxed-smiling-stacked-pills_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_before-after-stressed-marketer-app-overload-vs-relaxed-smiling-stacked-pills_2026-01_exc5lj.png,uploaded after compression (PNG re-saved at lower res),
image,2026,ad-before-after,drowning-in-content-reviews-vs-approving-10x-more-marketer-laptop-browser-frame-wordmark,2026-01,2026-01-05,3229663,images/2026/brieflee_ad-before-after_drowning-in-content-reviews-vs-approving-10x-more-marketer-laptop-browser-frame-wordmark_2026-01.png,brieflee_ad-before-after_drowning-in-content-reviews-vs-approving-10x-more-marketer-laptop-browser-frame-wordmark_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_drowning-in-content-reviews-vs-approving-10x-more-marketer-laptop-browser-frame-wordmark_2026-01.png,uploaded,
image,2026,ad-before-after,engraving-woman-body-transformation-weight-loss-side-by-side-arrows,2026-03,2026-03-17,576648,images/2026/brieflee_ad-before-after_engraving-woman-body-transformation-weight-loss-side-by-side-arrows_2026-03.png,brieflee_ad-before-after_engraving-woman-body-transformation-weight-loss-side-by-side-arrows_2026-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_engraving-woman-body-transformation-weight-loss-side-by-side-arrows_2026-03.png,uploaded,
image,2026,ad-before-after,man-body-transformation-weight-loss-fitness-engraved,2026-03,2026-03-17,589520,images/2026/brieflee_ad-before-after_man-body-transformation-weight-loss-fitness-engraved_2026-03.png,brieflee_ad-before-after_man-body-transformation-weight-loss-fitness-engraved_2026-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_man-body-transformation-weight-loss-fitness-engraved_2026-03.png,uploaded,
image,2026,ad-before-after,manual-vs-automated-video-review-curly-hair-creator-stressed-vs-happy-wordmark,2026-01,2026-01-05,4389777,images/2026/brieflee_ad-before-after_manual-vs-automated-video-review-curly-hair-creator-stressed-vs-happy-wordmark_2026-01.png,brieflee_ad-before-after_manual-vs-automated-video-review-curly-hair-creator-stressed-vs-happy-wordmark_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_manual-vs-automated-video-review-curly-hair-creator-stressed-vs-happy-wordmark_2026-01.png,uploaded,
image,2026,ad-before-after,reviewing-30-videos-manually-vs-300-automatically-curly-hair-marketer-browser-frame-wordmark,2026-01,2026-01-05,3653572,images/2026/brieflee_ad-before-after_reviewing-30-videos-manually-vs-300-automatically-curly-hair-marketer-browser-frame-wordmark_2026-01.png,brieflee_ad-before-after_reviewing-30-videos-manually-vs-300-automatically-curly-hair-marketer-browser-frame-wordmark_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_reviewing-30-videos-manually-vs-300-automatically-curly-hair-marketer-browser-frame-wordmark_2026-01.png,uploaded,
image,2026,ad-before-after,woman-hairbrush-happy-vs-sad-hair-transformation-engraved,2026-03,2026-03-17,430341,images/2026/brieflee_ad-before-after_woman-hairbrush-happy-vs-sad-hair-transformation-engraved_2026-03.png,brieflee_ad-before-after_woman-hairbrush-happy-vs-sad-hair-transformation-engraved_2026-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_ad-before-after_woman-hairbrush-happy-vs-sad-hair-transformation-engraved_2026-03.png,uploaded,
image,2026,app-icon,periwinkle-white-lee-smile-rounded-square-mark,2026-03,2026-03-17,35046,images/2026/brieflee_app-icon_periwinkle-white-lee-smile-rounded-square-mark_2026-03.png,brieflee_app-icon_periwinkle-white-lee-smile-rounded-square-mark_2026-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_app-icon_periwinkle-white-lee-smile-rounded-square-mark_2026-03.png,uploaded,
image,2026,brand,isometric-smiley-face-tilted-disc-blue-outline-cream-mark,2026-03,2026-03-17,33045,images/2026/brieflee_brand_isometric-smiley-face-tilted-disc-blue-outline-cream-mark_2026-03.png,brieflee_brand_isometric-smiley-face-tilted-disc-blue-outline-cream-mark_2026-03.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_brand_isometric-smiley-face-tilted-disc-blue-outline-cream-mark_2026-03.png,uploaded,
image,2026,carousel-cover,app-features-section-cover-red-pin-deep-blue-text-periwinkle-bg,2026-02,2026-02-11,29547,images/2026/brieflee_carousel-cover_app-features-section-cover-red-pin-deep-blue-text-periwinkle-bg_2026-02.png,brieflee_carousel-cover_app-features-section-cover-red-pin-deep-blue-text-periwinkle-bg_2026-02.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_carousel-cover_app-features-section-cover-red-pin-deep-blue-text-periwinkle-bg_2026-02.png,uploaded,
image,2026,carousel-cover,carousel-slide-35-content-overlay,2026-01,2026-01-14,3166160,images/2026/brieflee_carousel-cover_carousel-slide-35-content-overlay_2026-01.png,brieflee_carousel-cover_carousel-slide-35-content-overlay_2026-01.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_carousel-cover_carousel-slide-35-content-overlay_2026-01.png,uploaded,
image,2026,carousel-cover,creator-types-woman-brown-jacket-phone-selfie-blue-bg,2026-02,2026-02-11,56539,images/2026/brieflee_carousel-cover_creator-types-woman-brown-jacket-phone-selfie-blue-bg_2026-02.png,brieflee_carousel-cover_creator-types-woman-brown-jacket-phone-selfie-blue-bg_2026-02.png,https://res.cloudinary.com/dchroynzv/image/upload/brieflee_carousel-cover_creator-types-woman-brown-jacket-phone-selfie-blue-bg_2026-02.png,uploaded,
